filename,split,angle_bin,offset_bin,stratum,delta_theta_deg,delta_rho_px,delta_rho_norm,iou,latency_ms,failed
b4-converted.mp4-00.06.31.585-00.06.57.052_0.jpg,train,flat,mid,flat_mid,0.9759,11.2826,0.023505,0.9228,4.024,0
b4-converted.mp4-00.06.31.585-00.06.57.052_30.jpg,train,flat,mid,flat_mid,2.4736,5.2582,0.010955,0.9926,3.802,0
b4-converted.mp4-00.07.44.544-00.08.07.367_0.jpg,train,flat,mid,flat_mid,1.5347,3.6734,0.007653,0.9962,4.021,0
b4-converted.mp4-00.08.30.960-00.08.58.324_0.jpg,train,flat,mid,flat_mid,0.3862,3.9290,0.008185,0.9955,3.838,0
b4-converted.mp4-00.08.30.960-00.08.58.324_20.jpg,train,flat,mid,flat_mid,4.6433,11.4243,0.023801,0.9890,3.887,0
b4-converted.mp4-00.08.30.960-00.08.58.324_30.jpg,train,flat,mid,flat_mid,2.1296,17.7423,0.036963,0.0000,3.526,0
c1-converted.mp4-00.07.52.353-00.09.59.939_100.jpg,train,flat,mid,flat_mid,0.5383,18.6708,0.038897,0.0000,3.612,0
c1-converted.mp4-00.07.52.353-00.09.59.939_150.jpg,train,flat,mid,flat_mid,1.5711,2.4871,0.005181,0.9691,3.605,0
c1-converted.mp4-00.07.52.353-00.09.59.939_160.jpg,train,flat,mid,flat_mid,1.6110,4.1459,0.008637,0.9633,3.592,0
c1-converted.mp4-00.07.52.353-00.09.59.939_20.jpg,train,flat,mid,flat_mid,1.7587,6.5745,0.013697,0.0006,3.556,0
c1-converted.mp4-00.07.52.353-00.09.59.939_30.jpg,train,flat,mid,flat_mid,0.2923,19.8661,0.041388,0.0000,3.813,0
c19-converted.mp4-00.01.53.703-00.02.35.685_30.jpg,train,flat,mid,flat_mid,1.0464,11.8513,0.024690,0.0000,3.904,0
c19-converted.mp4-00.01.53.703-00.02.35.685_50.jpg,train,flat,mid,flat_mid,1.1617,7.9483,0.016559,0.9506,3.236,0
c19-converted.mp4-00.02.37.436-00.03.17.091_20.jpg,train,flat,mid,flat_mid,0.5960,8.7584,0.018247,0.9438,3.551,0
c19-converted.mp4-00.02.37.436-00.03.17.091_30.jpg,train,flat,mid,flat_mid,0.5453,14.4789,0.030164,0.9539,3.706,0
c19-converted.mp4-00.03.20.301-00.05.47.074_140.jpg,train,flat,mid,flat_mid,0.8992,7.5019,0.015629,0.9577,3.627,0
c19-converted.mp4-00.03.20.301-00.05.47.074_150.jpg,train,flat,mid,flat_mid,1.1935,5.7713,0.012024,0.9490,3.599,0
c19-converted.mp4-00.03.20.301-00.05.47.074_160.jpg,train,flat,mid,flat_mid,0.6212,8.4212,0.017544,0.9456,3.623,0
c19-converted.mp4-00.03.20.301-00.05.47.074_170.jpg,train,flat,mid,flat_mid,0.0793,12.7945,0.026655,0.9568,3.597,0
