filename,split,angle_bin,offset_bin,stratum,delta_theta_deg,delta_rho_px,delta_rho_norm,iou,latency_ms,failed
da1-converted.mp4-00.05.02.554-00.05.35.766_30.jpg,train,flat,mid,flat_mid,0.3573,10.6065,0.022097,0.9637,20.474,0
da1-converted.mp4-00.05.02.554-00.05.35.766_50.jpg,train,flat,mid,flat_mid,1.1404,1.1246,0.002343,0.9756,39.852,0
da1-converted.mp4-00.05.50.031-00.06.07.230_0.jpg,train,flat,mid,flat_mid,0.0956,3.3289,0.006935,0.9880,30.182,0
da1-converted.mp4-00.06.08.479-00.08.51.651_10.jpg,train,flat,mid,flat_mid,0.9312,2.8758,0.005991,0.9752,21.169,0
da1-converted.mp4-00.06.08.479-00.08.51.651_120.jpg,train,flat,mid,flat_mid,0.6187,8.9892,0.018728,0.9783,25.971,0
da1-converted.mp4-00.06.08.479-00.08.51.651_160.jpg,train,flat,mid,flat_mid,0.2810,3.1883,0.006642,0.9870,26.047,0
da1-converted.mp4-00.06.08.479-00.08.51.651_30.jpg,train,flat,mid,flat_mid,0.6603,10.7298,0.022354,0.9679,31.903,0
da1-converted.mp4-00.06.08.479-00.08.51.651_60.jpg,train,flat,mid,flat_mid,0.1371,0.6863,0.001430,0.9970,29.959,0
e1-converted.mp4-00.05.02.178-00.08.52.285_120.jpg,train,flat,mid,flat_mid,1.0992,14.0053,0.029178,0.9648,21.659,0
e1-converted.mp4-00.05.02.178-00.08.52.285_160.jpg,train,flat,mid,flat_mid,0.2045,0.3185,0.000663,0.9937,28.123,0
e1-converted.mp4-00.05.02.178-00.08.52.285_170.jpg,train,flat,mid,flat_mid,0.0448,0.6051,0.001261,0.9926,38.047,0
e1-converted.mp4-00.05.02.178-00.08.52.285_190.jpg,train,flat,mid,flat_mid,0.6092,7.7683,0.016184,0.9802,26.317,0
e1-converted.mp4-00.05.02.178-00.08.52.285_20.jpg,train,flat,mid,flat_mid,0.6120,10.1554,0.021157,0.9724,20.682,0
e1-converted.mp4-00.05.02.178-00.08.52.285_210.jpg,train,flat,mid,flat_mid,0.7703,11.3513,0.023649,0.9691,22.468,0
e1-converted.mp4-00.05.02.178-00.08.52.285_30.jpg,train,flat,mid,flat_mid,0.4725,11.0664,0.023055,0.9637,21.091,0
e1-converted.mp4-00.05.02.178-00.08.52.285_80.jpg,train,flat,mid,flat_mid,0.7169,7.2818,0.015170,0.9842,27.035,0
e11-converted.mp4-00.01.46.321-00.04.23.535_10.jpg,train,flat,mid,flat_mid,1.7501,2.4403,0.005084,0.9629,39.260,0
e11-converted.mp4-00.01.46.321-00.04.23.535_100.jpg,train,flat,mid,flat_mid,1.4791,3.1927,0.006652,0.9569,32.366,0
e11-converted.mp4-00.01.46.321-00.04.23.535_110.jpg,train,flat,mid,flat_mid,1.8191,0.7966,0.001659,0.9176,77.354,0
e11-converted.mp4-00.01.46.321-00.04.23.535_140.jpg,train,flat,mid,flat_mid,0.1966,9.5957,0.019991,0.9136,150.411,0
e11-converted.mp4-00.01.46.321-00.04.23.535_150.jpg,train,flat,mid,flat_mid,0.8572,4.3453,0.009053,0.7361,190.463,0
e11-converted.mp4-00.01.46.321-00.04.23.535_160.jpg,train,flat,mid,flat_mid,0.0910,10.3258,0.021512,0.9347,105.729,0
e11-converted.mp4-00.01.46.321-00.04.23.535_190.jpg,train,flat,mid,flat_mid,1.3765,3.6368,0.007577,0.9485,53.479,0
e11-converted.mp4-00.01.46.321-00.04.23.535_20.jpg,train,flat,mid,flat_mid,1.8076,1.4644,0.003051,0.9136,96.972,0
e11-converted.mp4-00.01.46.321-00.04.23.535_200.jpg,train,flat,mid,flat_mid,1.9384,0.6324,0.001317,0.9495,64.221,0
e11-converted.mp4-00.01.46.321-00.04.23.535_40.jpg,train,flat,mid,flat_mid,0.0879,10.7517,0.022399,0.8897,109.268,0
e11-converted.mp4-00.01.46.321-00.04.23.535_70.jpg,train,flat,mid,flat_mid,0.1659,10.5053,0.021886,0.7411,153.862,0
e11-converted.mp4-00.04.43.599-00.05.44.983_0.jpg,train,flat,mid,flat_mid,1.1113,4.0829,0.008506,0.8527,122.467,0
e11-converted.mp4-00.04.43.599-00.05.44.983_20.jpg,train,flat,mid,flat_mid,0.1281,9.0745,0.018905,0.7210,166.277,0
e11-converted.mp4-00.04.43.599-00.05.44.983_30.jpg,train,flat,mid,flat_mid,0.4149,10.6595,0.022207,0.8102,140.933,0
e11-converted.mp4-00.05.53.243-00.06.02.201_0.jpg,train,flat,mid,flat_mid,1.6647,0.5848,0.001218,0.9404,79.201,0
e12-converted.mp4-00.01.20.478-00.02.38.637_0.jpg,train,flat,mid,flat_mid,2.1050,0.0780,0.000163,0.9569,26.570,0
e12-converted.mp4-00.01.20.478-00.02.38.637_30.jpg,train,flat,mid,flat_mid,0.6596,7.0243,0.014634,0.9448,118.089,0
e12-converted.mp4-00.01.20.478-00.02.38.637_40.jpg,train,flat,mid,flat_mid,0.3250,9.5734,0.019944,0.7318,194.260,0
e12-converted.mp4-00.01.20.478-00.02.38.637_50.jpg,train,flat,mid,flat_mid,1.3570,13.7954,0.028740,0.9263,102.076,0
e12-converted.mp4-00.01.20.478-00.02.38.637_70.jpg,train,flat,mid,flat_mid,1.4593,0.0003,0.000001,0.9617,55.642,0
